STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,TOWN,TOWN_ID,Neighbourh
"25","009","220102","1","250092201021",Block Group 1,G5030,S,"7613388","404446","+42.6672238","-070.6307806",ROCKPORT,"252",ROCKPORT
"25","009","221100","1","250092211001",Block Group 1,G5030,S,"2638482","845845","+42.6706387","-070.6592453",ROCKPORT,"252",ROCKPORT
"25","009","220101","3","250092201013",Block Group 3,G5030,S,"657321","626002","+42.6589847","-070.6110880",ROCKPORT,"252",ROCKPORT
"25","009","220102","2","250092201022",Block Group 2,G5030,S,"746754","11345","+42.6468784","-070.6314601",ROCKPORT,"252",ROCKPORT
"25","009","221100","3","250092211003",Block Group 3,G5030,S,"9344269","467324","+42.6592173","-070.6537250",GLOUCESTER,"107",GLOUCESTER
"25","009","220101","2","250092201012",Block Group 2,G5030,S,"5797106","240061","+42.6407154","-070.6202481",GLOUCESTER,"107",GLOUCESTER
"25","009","221100","2","250092211002",Block Group 2,G5030,S,"2473058","863713","+42.6518080","-070.6734039",GLOUCESTER,"107",GLOUCESTER
"25","009","221902","2","250092219022",Block Group 2,G5030,S,"18980114","4119718","+42.6388073","-070.7206423",GLOUCESTER,"107",GLOUCESTER
"25","009","221300","3","250092213003",Block Group 3,G5030,S,"742647","143617","+42.6137291","-070.6392775",GLOUCESTER,"107",GLOUCESTER
"25","009","221300","1","250092213001",Block Group 1,G5030,S,"2160598","362260","+42.6067699","-070.6398023",GLOUCESTER,"107",GLOUCESTER
"25","009","221300","4","250092213004",Block Group 4,G5030,S,"3957846","476903","+42.6269853","-070.6384012",GLOUCESTER,"107",GLOUCESTER
"25","009","221400","1","250092214001",Block Group 1,G5030,S,"159102","0","+42.6177862","-070.6543860",GLOUCESTER,"107",GLOUCESTER
"25","009","221400","2","250092214002",Block Group 2,G5030,S,"746110","0","+42.6213981","-070.6580943",GLOUCESTER,"107",GLOUCESTER
"25","009","221500","1","250092215001",Block Group 1,G5030,S,"224518","0","+42.6149305","-070.6654609",GLOUCESTER,"107",GLOUCESTER
"25","009","221500","2","250092215002",Block Group 2,G5030,S,"590198","359650","+42.6123754","-070.6617196",GLOUCESTER,"107",GLOUCESTER
"25","009","221600","1","250092216001",Block Group 1,G5030,S,"417878","130236","+42.6237782","-070.6710227",GLOUCESTER,"107",GLOUCESTER
"25","009","221600","2","250092216002",Block Group 2,G5030,S,"293423","0","+42.6193789","-070.6694138",GLOUCESTER,"107",GLOUCESTER
"25","009","221700","1","250092217001",Block Group 1,G5030,S,"174119","0","+42.6118250","-070.6701823",GLOUCESTER,"107",GLOUCESTER
"25","009","221800","1","250092218001",Block Group 1,G5030,S,"623060","247129","+42.6369205","-070.6822005",GLOUCESTER,"107",GLOUCESTER
"25","009","221800","2","250092218002",Block Group 2,G5030,S,"990806","237365","+42.6288499","-070.6858747",GLOUCESTER,"107",GLOUCESTER
"25","009","221901","1","250092219011",Block Group 1,G5030,S,"16052290","1273224","+42.6016671","-070.7028950",GLOUCESTER,"107",GLOUCESTER
"25","009","222100","1","250092221001",Block Group 1,G5030,S,"17551591","4172311","+42.6501995","-070.7751752",GLOUCESTER,"107",GLOUCESTER
"25","009","220101","1","250092201011",Block Group 1,G5030,S,"2626624","2542506","+42.6497443","-070.5944668",GLOUCESTER,"107",GLOUCESTER
"25","009","223100","1","250092231001",Block Group 1,G5030,S,"24621394","4788091","+42.6714559","-070.8007257",GLOUCESTER,"107",GLOUCESTER
"25","009","220102","1","250092201021",Block Group 1,G5030,S,"7613388","404446","+42.6672238","-070.6307806",GLOUCESTER,"107",GLOUCESTER
"25","009","221100","1","250092211001",Block Group 1,G5030,S,"2638482","845845","+42.6706387","-070.6592453",GLOUCESTER,"107",GLOUCESTER
"25","009","222100","3","250092221003",Block Group 3,G5030,S,"13307455","501117","+42.6035885","-070.7829141",GLOUCESTER,"107",GLOUCESTER
"25","009","221901","2","250092219012",Block Group 2,G5030,S,"1049217","476171","+42.5762996","-070.7090696",GLOUCESTER,"107",GLOUCESTER
"25","009","221300","2","250092213002",Block Group 2,G5030,S,"2552908","2876743","+42.5952643","-070.6531725",GLOUCESTER,"107",GLOUCESTER
"25","009","220102","2","250092201022",Block Group 2,G5030,S,"746754","11345","+42.6468784","-070.6314601",GLOUCESTER,"107",GLOUCESTER
"25","009","218100","1","250092181001",Block Group 1,G5030,S,"6156545","2474527","+42.5800404","-070.7372860",GLOUCESTER,"107",GLOUCESTER
"25","009","221700","2","250092217002",Block Group 2,G5030,S,"728413","94391","+42.6170321","-070.6751829",GLOUCESTER,"107",GLOUCESTER
"25","009","221902","1","250092219021",Block Group 1,G5030,S,"2421837","925292","+42.6176264","-070.6984240",GLOUCESTER,"107",GLOUCESTER
"25","009","221400","3","250092214003",Block Group 3,G5030,S,"255393","76928","+42.6160486","-070.6491703",GLOUCESTER,"107",GLOUCESTER
"25","009","221600","3","250092216003",Block Group 3,G5030,S,"264112","2921","+42.6227044","-070.6678363",GLOUCESTER,"107",GLOUCESTER
"25","009","209200","4","250092092004",Block Group 4,G5030,S,"7567231","31154","+42.5672489","-071.0431467",READING,"246",READING
"25","017","330100","2","250173301002",Block Group 2,G5030,S,"4709652","52716","+42.5674675","-071.0692182",READING,"246",READING
"25","017","334400","4","250173344004",Block Group 4,G5030,S,"436776","0","+42.5200342","-071.0981383",READING,"246",READING
"25","017","334100","3","250173341003",Block Group 3,G5030,S,"1491371","0","+42.5201581","-071.1258634",READING,"246",READING
"25","017","330200","2","250173302002",Block Group 2,G5030,S,"4317284","57821","+42.5696745","-071.1236986",READING,"246",READING
"25","017","333501","3","250173335013",Block Group 3,G5030,S,"2800157","7936","+42.4970081","-071.1373581",READING,"246",READING
"25","017","337201","1","250173372011",Block Group 1,G5030,S,"890828","0","+42.4976854","-071.0945996",READING,"246",READING
"25","017","334300","4","250173343004",Block Group 4,G5030,S,"4273416","35160","+42.5425986","-071.1144078",READING,"246",READING
"25","017","337202","1","250173372021",Block Group 1,G5030,S,"784877","0","+42.4988521","-071.1114976",READING,"246",READING
"25","017","330200","1","250173302001",Block Group 1,G5030,S,"5729600","40673","+42.5787671","-071.1061546",READING,"246",READING
"25","017","331102","2","250173311022",Block Group 2,G5030,S,"4749088","22247","+42.5329650","-071.1455024",READING,"246",READING
"25","017","333600","3","250173336003",Block Group 3,G5030,S,"4495543","129833","+42.5114241","-071.1370059",READING,"246",READING
"25","017","334100","1","250173341001",Block Group 1,G5030,S,"1016035","0","+42.5138080","-071.1077444",READING,"246",READING
"25","017","334100","2","250173341002",Block Group 2,G5030,S,"1899808","2776","+42.5078054","-071.1147933",READING,"246",READING
"25","017","334200","1","250173342001",Block Group 1,G5030,S,"561989","0","+42.5295933","-071.1184059",READING,"246",READING
"25","017","334200","2","250173342002",Block Group 2,G5030,S,"365851","0","+42.5252570","-071.1078800",READING,"246",READING
"25","017","334200","3","250173342003",Block Group 3,G5030,S,"475139","0","+42.5214422","-071.1126615",READING,"246",READING
"25","017","334200","4","250173342004",Block Group 4,G5030,S,"1038543","0","+42.5273828","-071.1237724",READING,"246",READING
"25","017","334300","1","250173343001",Block Group 1,G5030,S,"2501073","1807","+42.5524513","-071.0991893",READING,"246",READING
"25","017","334300","2","250173343002",Block Group 2,G5030,S,"570728","0","+42.5306463","-071.1069200",READING,"246",READING
"25","017","334300","3","250173343003",Block Group 3,G5030,S,"2437726","0","+42.5522583","-071.1120088",READING,"246",READING
"25","017","334400","1","250173344001",Block Group 1,G5030,S,"989381","760","+42.5370515","-071.0976096",READING,"246",READING
"25","017","334400","2","250173344002",Block Group 2,G5030,S,"5799314","5685","+42.5449935","-071.0870413",READING,"246",READING
"25","017","334400","3","250173344003",Block Group 3,G5030,S,"906380","1701","+42.5238385","-071.0921499",READING,"246",READING
"25","017","334400","5","250173344005",Block Group 5,G5030,S,"1015548","0","+42.5117327","-071.0999155",READING,"246",READING
"25","017","335100","6","250173351006",Block Group 6,G5030,S,"1851733","1003933","+42.5224582","-071.0774027",READING,"246",READING
"25","017","335200","1","250173352001",Block Group 1,G5030,S,"712003","12851","+42.5102510","-071.0899359",READING,"246",READING
"25","017","335200","3","250173352003",Block Group 3,G5030,S,"688809","0","+42.5048914","-071.0933189",READING,"246",READING
"25","009","209200","4","250092092004",Block Group 4,G5030,S,"7567231","31154","+42.5672489","-071.0431467",WAKEFIELD,"305",WAKEFIELD
"25","009","209100","5","250092091005",Block Group 5,G5030,S,"5584988","406957","+42.5087567","-071.0031728",WAKEFIELD,"305",WAKEFIELD
"25","017","335302","3","250173353023",Block Group 3,G5030,S,"803682","0","+42.5076365","-071.0606859",WAKEFIELD,"305",WAKEFIELD
"25","017","334400","4","250173344004",Block Group 4,G5030,S,"436776","0","+42.5200342","-071.0981383",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","2","250173351002",Block Group 2,G5030,S,"295052","0","+42.5102159","-071.0670091",WAKEFIELD,"305",WAKEFIELD
"25","017","336100","6","250173361006",Block Group 6,G5030,S,"306980","0","+42.4711119","-071.0732162",WAKEFIELD,"305",WAKEFIELD
"25","017","335200","2","250173352002",Block Group 2,G5030,S,"353857","0","+42.5041929","-071.0822134",WAKEFIELD,"305",WAKEFIELD
"25","017","335301","3","250173353013",Block Group 3,G5030,S,"173491","0","+42.5008414","-071.0655657",WAKEFIELD,"305",WAKEFIELD
"25","017","337101","1","250173371011",Block Group 1,G5030,S,"789782","16741","+42.4870832","-071.0810055",WAKEFIELD,"305",WAKEFIELD
"25","009","208400","2","250092084002",Block Group 2,G5030,S,"5646873","381595","+42.4839575","-071.0251298",WAKEFIELD,"305",WAKEFIELD
"25","009","209200","2","250092092002",Block Group 2,G5030,S,"2355889","314796","+42.5283071","-071.0577875",WAKEFIELD,"305",WAKEFIELD
"25","009","208400","3","250092084003",Block Group 3,G5030,S,"1760041","95505","+42.4791774","-071.0470077",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","3","250173351003",Block Group 3,G5030,S,"298857","0","+42.5010836","-071.0707022",WAKEFIELD,"305",WAKEFIELD
"25","017","337102","2","250173371022",Block Group 2,G5030,S,"1265075","0","+42.4779976","-071.0838340",WAKEFIELD,"305",WAKEFIELD
"25","017","337201","1","250173372011",Block Group 1,G5030,S,"890828","0","+42.4976854","-071.0945996",WAKEFIELD,"305",WAKEFIELD
"25","017","337201","2","250173372012",Block Group 2,G5030,S,"442316","0","+42.4910156","-071.0919153",WAKEFIELD,"305",WAKEFIELD
"25","017","334400","2","250173344002",Block Group 2,G5030,S,"5799314","5685","+42.5449935","-071.0870413",WAKEFIELD,"305",WAKEFIELD
"25","017","334400","3","250173344003",Block Group 3,G5030,S,"906380","1701","+42.5238385","-071.0921499",WAKEFIELD,"305",WAKEFIELD
"25","017","334400","5","250173344005",Block Group 5,G5030,S,"1015548","0","+42.5117327","-071.0999155",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","1","250173351001",Block Group 1,G5030,S,"764746","29939","+42.5187619","-071.0652250",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","4","250173351004",Block Group 4,G5030,S,"383265","0","+42.5052542","-071.0722128",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","5","250173351005",Block Group 5,G5030,S,"529236","0","+42.5157150","-071.0725268",WAKEFIELD,"305",WAKEFIELD
"25","017","335100","6","250173351006",Block Group 6,G5030,S,"1851733","1003933","+42.5224582","-071.0774027",WAKEFIELD,"305",WAKEFIELD
"25","017","335200","1","250173352001",Block Group 1,G5030,S,"712003","12851","+42.5102510","-071.0899359",WAKEFIELD,"305",WAKEFIELD
"25","017","335200","4","250173352004",Block Group 4,G5030,S,"823506","316784","+42.4933627","-071.0779920",WAKEFIELD,"305",WAKEFIELD
"25","017","335200","3","250173352003",Block Group 3,G5030,S,"688809","0","+42.5048914","-071.0933189",WAKEFIELD,"305",WAKEFIELD
"25","017","335302","1","250173353021",Block Group 1,G5030,S,"1817427","159433","+42.5205324","-071.0469455",WAKEFIELD,"305",WAKEFIELD
"25","017","335302","2","250173353022",Block Group 2,G5030,S,"2529885","12451","+42.5059538","-071.0505344",WAKEFIELD,"305",WAKEFIELD
"25","017","335301","1","250173353011",Block Group 1,G5030,S,"1926603","6437","+42.4938799","-071.0581633",WAKEFIELD,"305",WAKEFIELD
"25","017","335301","2","250173353012",Block Group 2,G5030,S,"730455","6940","+42.4989961","-071.0598829",WAKEFIELD,"305",WAKEFIELD
"25","017","335400","4","250173354004",Block Group 4,G5030,S,"764850","1248","+42.4810807","-071.0722561",WAKEFIELD,"305",WAKEFIELD
"25","017","335400","1","250173354001",Block Group 1,G5030,S,"627483","0","+42.4758820","-071.0707859",WAKEFIELD,"305",WAKEFIELD
"25","017","336100","1","250173361001",Block Group 1,G5030,S,"275472","0","+42.4699790","-071.0642729",WAKEFIELD,"305",WAKEFIELD
"25","017","335400","2","250173354002",Block Group 2,G5030,S,"1709603","3854","+42.4801941","-071.0556453",WAKEFIELD,"305",WAKEFIELD
"25","017","336200","1","250173362001",Block Group 1,G5030,S,"446472","0","+42.4715136","-071.0534705",WAKEFIELD,"305",WAKEFIELD
"25","017","336200","7","250173362007",Block Group 7,G5030,S,"327776","0","+42.4705315","-071.0590021",WAKEFIELD,"305",WAKEFIELD
"25","017","335200","5","250173352005",Block Group 5,G5030,S,"733432","0","+42.4989656","-071.0836137",WAKEFIELD,"305",WAKEFIELD
"25","017","335400","3","250173354003",Block Group 3,G5030,S,"534034","0","+42.4789461","-071.0637134",WAKEFIELD,"305",WAKEFIELD
"25","017","337101","2","250173371012",Block Group 2,G5030,S,"715597","0","+42.4860043","-071.0919176",WAKEFIELD,"305",WAKEFIELD
"25","009","209100","5","250092091005",Block Group 5,G5030,S,"5584988","406957","+42.5087567","-071.0031728",SAUGUS,"262",SAUGUS
"25","025","170300","1","250251703001",Block Group 1,G5030,S,"777763","0","+42.4437191","-071.0191978",SAUGUS,"262",SAUGUS
"25","025","170400","1","250251704001",Block Group 1,G5030,S,"1343653","264953","+42.4237393","-070.9979159",SAUGUS,"262",SAUGUS
"25","009","205600","4","250092056004",Block Group 4,G5030,S,"227536","0","+42.4742107","-070.9849333",SAUGUS,"262",SAUGUS
"25","009","208101","4","250092081014",Block Group 4,G5030,S,"843053","6032","+42.4474488","-070.9879310",SAUGUS,"262",SAUGUS
"25","009","208102","3","250092081023",Block Group 3,G5030,S,"312686","0","+42.4477548","-071.0018703",SAUGUS,"262",SAUGUS
"25","009","208102","1","250092081021",Block Group 1,G5030,S,"1857323","1016488","+42.4436785","-070.9808120",SAUGUS,"262",SAUGUS
"25","009","208102","2","250092081022",Block Group 2,G5030,S,"340180","0","+42.4454369","-071.0087666",SAUGUS,"262",SAUGUS
"25","009","208400","2","250092084002",Block Group 2,G5030,S,"5646873","381595","+42.4839575","-071.0251298",SAUGUS,"262",SAUGUS
"25","009","208102","4","250092081024",Block Group 4,G5030,S,"2278510","181123","+42.4399939","-071.0022969",SAUGUS,"262",SAUGUS
"25","009","208200","1","250092082001",Block Group 1,G5030,S,"793257","58478","+42.4604994","-071.0027907",SAUGUS,"262",SAUGUS
"25","009","208300","3","250092083003",Block Group 3,G5030,S,"779256","16957","+42.4744458","-071.0060269",SAUGUS,"262",SAUGUS
"25","009","208400","3","250092084003",Block Group 3,G5030,S,"1760041","95505","+42.4791774","-071.0470077",SAUGUS,"262",SAUGUS
"25","009","208300","4","250092083004",Block Group 4,G5030,S,"2703536","52064","+42.4709849","-071.0186894",SAUGUS,"262",SAUGUS
"25","009","208400","1","250092084001",Block Group 1,G5030,S,"888992","9044","+42.4730733","-071.0262488",SAUGUS,"262",SAUGUS
"25","009","208200","3","250092082003",Block Group 3,G5030,S,"971509","0","+42.4609326","-071.0165113",SAUGUS,"262",SAUGUS
"25","009","208200","4","250092082004",Block Group 4,G5030,S,"939323","0","+42.4521155","-071.0208757",SAUGUS,"262",SAUGUS
"25","009","208300","1","250092083001",Block Group 1,G5030,S,"2064645","688107","+42.4850588","-071.0041114",SAUGUS,"262",SAUGUS
"25","009","208300","2","250092083002",Block Group 2,G5030,S,"1350452","16321","+42.4683145","-070.9964263",SAUGUS,"262",SAUGUS
"25","009","208101","3","250092081013",Block Group 3,G5030,S,"435852","20718","+42.4560872","-070.9930318",SAUGUS,"262",SAUGUS
"25","009","205400","1","250092054001",Block Group 1,G5030,S,"6319942","1344163","+42.4891770","-070.9891938",SAUGUS,"262",SAUGUS
"25","009","205600","3","250092056003",Block Group 3,G5030,S,"571637","3269","+42.4708669","-070.9877148",SAUGUS,"262",SAUGUS
"25","009","205600","2","250092056002",Block Group 2,G5030,S,"259005","72","+42.4646819","-070.9890817",SAUGUS,"262",SAUGUS
"25","025","170300","2","250251703002",Block Group 2,G5030,S,"1380845","482579","+42.4308837","-071.0147469",SAUGUS,"262",SAUGUS
"25","017","335302","2","250173353022",Block Group 2,G5030,S,"2529885","12451","+42.5059538","-071.0505344",SAUGUS,"262",SAUGUS
"25","017","335301","1","250173353011",Block Group 1,G5030,S,"1926603","6437","+42.4938799","-071.0581633",SAUGUS,"262",SAUGUS
"25","017","341902","5","250173419025",Block Group 5,G5030,S,"674369","986","+42.4401931","-071.0246015",SAUGUS,"262",SAUGUS
"25","017","335400","2","250173354002",Block Group 2,G5030,S,"1709603","3854","+42.4801941","-071.0556453",SAUGUS,"262",SAUGUS
"25","017","336200","2","250173362002",Block Group 2,G5030,S,"631281","0","+42.4652267","-071.0492951",SAUGUS,"262",SAUGUS
"25","017","336300","1","250173363001",Block Group 1,G5030,S,"1604063","89132","+42.4497720","-071.0373247",SAUGUS,"262",SAUGUS
"25","009","208101","1","250092081011",Block Group 1,G5030,S,"395323","0","+42.4527333","-071.0023531",SAUGUS,"262",SAUGUS
"25","009","208400","4","250092084004",Block Group 4,G5030,S,"2679333","49621","+42.4613750","-071.0336520",SAUGUS,"262",SAUGUS
"25","009","208101","2","250092081012",Block Group 2,G5030,S,"523572","0","+42.4500860","-071.0113636",SAUGUS,"262",SAUGUS
"25","009","208200","2","250092082002",Block Group 2,G5030,S,"406102","0","+42.4559531","-071.0093603",SAUGUS,"262",SAUGUS
"25","009","262100","3","250092621003",Block Group 3,G5030,S,"14664575","218290","+42.8388922","-071.0240275",AMESBURY,"7",AMESBURY
"25","009","263100","1","250092631001",Block Group 1,G5030,S,"12290656","1439916","+42.8142460","-070.9831744",AMESBURY,"7",AMESBURY
"25","009","262100","2","250092621002",Block Group 2,G5030,S,"6636615","808804","+42.8285784","-070.9979472",AMESBURY,"7",AMESBURY
"25","009","266100","1","250092661001",Block Group 1,G5030,S,"1869419","1375780","+42.8526188","-070.9757712",AMESBURY,"7",AMESBURY
"25","009","266100","2","250092661002",Block Group 2,G5030,S,"4477828","849100","+42.8296030","-070.9495451",AMESBURY,"7",AMESBURY
"25","009","266100","4","250092661004",Block Group 4,G5030,S,"2626383","0","+42.8413061","-070.9597314",AMESBURY,"7",AMESBURY
"25","009","266100","5","250092661005",Block Group 5,G5030,S,"561701","0","+42.8512006","-070.9389007",AMESBURY,"7",AMESBURY
"25","009","266200","1","250092662001",Block Group 1,G5030,S,"3171862","432117","+42.8602919","-070.9491273",AMESBURY,"7",AMESBURY
"25","009","266200","2","250092662002",Block Group 2,G5030,S,"613720","10167","+42.8595554","-070.9339481",AMESBURY,"7",AMESBURY
"25","009","266200","3","250092662003",Block Group 3,G5030,S,"2929835","1811","+42.8734494","-070.9377593",AMESBURY,"7",AMESBURY
"25","009","266300","1","250092663001",Block Group 1,G5030,S,"1665215","473610","+42.8421901","-070.9091961",AMESBURY,"7",AMESBURY
"25","009","266300","2","250092663002",Block Group 2,G5030,S,"1580079","225246","+42.8438093","-070.9302245",AMESBURY,"7",AMESBURY
"25","009","266300","3","250092663003",Block Group 3,G5030,S,"1250297","101014","+42.8548338","-070.9249951",AMESBURY,"7",AMESBURY
"25","009","266400","1","250092664001",Block Group 1,G5030,S,"3268596","40571","+42.8799268","-070.9221527",AMESBURY,"7",AMESBURY
"25","009","266400","2","250092664002",Block Group 2,G5030,S,"2499093","1665","+42.8627074","-070.9126632",AMESBURY,"7",AMESBURY
"25","009","266400","3","250092664003",Block Group 3,G5030,S,"290437","0","+42.8645325","-070.9217020",AMESBURY,"7",AMESBURY
"25","009","267102","3","250092671023",Block Group 3,G5030,S,"10215692","1212718","+42.8395271","-070.8912178",AMESBURY,"7",AMESBURY
"25","009","267102","4","250092671024",Block Group 4,G5030,S,"5107762","4165","+42.8761538","-070.8974985",AMESBURY,"7",AMESBURY
"25","009","268200","3","250092682003",Block Group 3,G5030,S,"1677364","45247","+42.8237341","-070.9113094",AMESBURY,"7",AMESBURY
"25","009","268100","2","250092681002",Block Group 2,G5030,S,"4536564","681842","+42.8280301","-070.9255466",AMESBURY,"7",AMESBURY
"25","009","266400","4","250092664004",Block Group 4,G5030,S,"405034","0","+42.8575700","-070.9192612",AMESBURY,"7",AMESBURY
"25","009","266100","3","250092661003",Block Group 3,G5030,S,"4551634","274459","+42.8512932","-070.9558104",AMESBURY,"7",AMESBURY
"25","021","410400","1","250214104001",Block Group 1,G5030,S,"1920160","2941","+42.0787615","-071.2284229",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410100","2","250214101002",Block Group 2,G5030,S,"7252242","219023","+42.0778542","-071.2640443",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410400","3","250214104003",Block Group 3,G5030,S,"2506109","51568","+42.1000944","-071.2432488",FOXBOROUGH,"99",FOXBOROUGH
"25","021","411100","5","250214111005",Block Group 5,G5030,S,"6932026","35187","+42.1135391","-071.2698798",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410100","3","250214101003",Block Group 3,G5030,S,"1908725","20182","+42.0566127","-071.2488336",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410100","4","250214101004",Block Group 4,G5030,S,"6609362","263612","+42.0385937","-071.2546325",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410100","1","250214101001",Block Group 1,G5030,S,"9298033","398125","+42.0579515","-071.2765762",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410300","1","250214103001",Block Group 1,G5030,S,"7393483","103578","+42.0693205","-071.2058786",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410400","2","250214104002",Block Group 2,G5030,S,"3429949","1340411","+42.0925359","-071.2483901",FOXBOROUGH,"99",FOXBOROUGH
"25","021","414100","3","250214141003",Block Group 3,G5030,S,"9835993","278191","+42.0952078","-071.2138881",FOXBOROUGH,"99",FOXBOROUGH
"25","021","411100","2","250214111002",Block Group 2,G5030,S,"2529744","85755","+42.1179130","-071.2445047",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410300","2","250214103002",Block Group 2,G5030,S,"8629311","188546","+42.0475062","-071.2224964",FOXBOROUGH,"99",FOXBOROUGH
"25","021","409101","2","250214091012",Block Group 2,G5030,S,"3994082","48550","+42.0930033","-071.3074587",FOXBOROUGH,"99",FOXBOROUGH
"25","021","441203","1","250214412031",Block Group 1,G5030,S,"10212657","244266","+42.0661938","-071.3043337",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410400","4","250214104004",Block Group 4,G5030,S,"804400","4286","+42.0595739","-071.2380408",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410400","5","250214104005",Block Group 5,G5030,S,"1654393","922","+42.0676668","-071.2380014",FOXBOROUGH,"99",FOXBOROUGH
"25","021","410400","1","250214104001",Block Group 1,G5030,S,"1920160","2941","+42.0787615","-071.2284229",SHARON,"266",SHARON
"25","021","410400","3","250214104003",Block Group 3,G5030,S,"2506109","51568","+42.1000944","-071.2432488",SHARON,"266",SHARON
"25","021","411100","1","250214111001",Block Group 1,G5030,S,"2542960","25769","+42.1339226","-071.2318308",SHARON,"266",SHARON
"25","021","414100","1","250214141001",Block Group 1,G5030,S,"2701457","2937","+42.1185411","-071.1964052",SHARON,"266",SHARON
"25","021","414300","2","250214143002",Block Group 2,G5030,S,"798375","25519","+42.1192485","-071.1739245",SHARON,"266",SHARON
"25","021","414300","3","250214143003",Block Group 3,G5030,S,"2129815","14981","+42.1128780","-071.1839770",SHARON,"266",SHARON
"25","021","415102","1","250214151021",Block Group 1,G5030,S,"1478765","35310","+42.1445948","-071.1573299",SHARON,"266",SHARON
"25","021","410300","1","250214103001",Block Group 1,G5030,S,"7393483","103578","+42.0693205","-071.2058786",SHARON,"266",SHARON
"25","021","414100","2","250214141002",Block Group 2,G5030,S,"781513","919","+42.1055488","-071.2009099",SHARON,"266",SHARON
"25","021","414100","3","250214141003",Block Group 3,G5030,S,"9835993","278191","+42.0952078","-071.2138881",SHARON,"266",SHARON
"25","021","414200","1","250214142001",Block Group 1,G5030,S,"1418377","13547","+42.1223131","-071.1467629",SHARON,"266",SHARON
"25","021","414200","3","250214142003",Block Group 3,G5030,S,"2126886","14906","+42.1045733","-071.1678939",SHARON,"266",SHARON
"25","021","414300","1","250214143001",Block Group 1,G5030,S,"4710596","78233","+42.1297217","-071.1675517",SHARON,"266",SHARON
"25","021","415101","2","250214151012",Block Group 2,G5030,S,"7756230","193824","+42.1734950","-071.1595561",SHARON,"266",SHARON
"25","021","413100","3","250214131003",Block Group 3,G5030,S,"1339857","34884","+42.1714443","-071.1788911",SHARON,"266",SHARON
"25","021","456401","2","250214564012",Block Group 2,G5030,S,"2377651","130873","+42.1275758","-071.1395372",SHARON,"266",SHARON
"25","021","456402","3","250214564023",Block Group 3,G5030,S,"3420836","237353","+42.1168451","-071.1239716",SHARON,"266",SHARON
"25","021","411200","1","250214112001",Block Group 1,G5030,S,"2876922","6472","+42.1516640","-071.2063518",SHARON,"266",SHARON
"25","021","411100","2","250214111002",Block Group 2,G5030,S,"2529744","85755","+42.1179130","-071.2445047",SHARON,"266",SHARON
"25","021","414100","4","250214141004",Block Group 4,G5030,S,"15084594","57870","+42.1336908","-071.1931776",SHARON,"266",SHARON
"25","021","413500","1","250214135001",Block Group 1,G5030,S,"2717836","46283","+42.1648029","-071.1904357",SHARON,"266",SHARON
"25","021","456302","1","250214563021",Block Group 1,G5030,S,"637873","11428","+42.1374734","-071.1431854",SHARON,"266",SHARON
"25","021","417501","2","250214175012",Block Group 2,G5030,S,"264921","837760","+42.2816909","-071.0184909",QUINCY,"243",QUINCY
"25","021","418101","3","250214181013",Block Group 3,G5030,S,"168921","0","+42.2502696","-071.0068456",QUINCY,"243",QUINCY
"25","021","417902","1","250214179021",Block Group 1,G5030,S,"215446","0","+42.2477807","-070.9909080",QUINCY,"243",QUINCY
"25","021","417100","3","250214171003",Block Group 3,G5030,S,"223727","0","+42.2608957","-071.0253320",QUINCY,"243",QUINCY
"25","021","418002","3","250214180023",Block Group 3,G5030,S,"227493","0","+42.2376993","-071.0019932",QUINCY,"243",QUINCY
"25","021","418200","4","250214182004",Block Group 4,G5030,S,"12334849","91326","+42.2182780","-071.0547891",QUINCY,"243",QUINCY
"25","021","417100","1","250214171001",Block Group 1,G5030,S,"143316","0","+42.2641412","-071.0207594",QUINCY,"243",QUINCY
"25","021","419400","1","250214194001",Block Group 1,G5030,S,"941093","189611","+42.2344897","-070.9724331",QUINCY,"243",QUINCY
"25","021","420100","1","250214201001",Block Group 1,G5030,S,"945562","0","+42.2025377","-071.0560597",QUINCY,"243",QUINCY
"25","021","420202","1","250214202021",Block Group 1,G5030,S,"4397152","476080","+42.1969351","-071.0868718",QUINCY,"243",QUINCY
"25","021","417200","4","250214172004",Block Group 4,G5030,S,"140464","0","+42.2653887","-071.0248368",QUINCY,"243",QUINCY
"25","021","417200","7","250214172007",Block Group 7,G5030,S,"175035","0","+42.2684684","-071.0324491",QUINCY,"243",QUINCY
