GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250092217002,250092217002,"Block Group 2, Census Tract 2217, Essex County, Massachusetts",714,80,25,18,42,28,22,24,24,23,31,30,41,36,41,28,16,17,32,23,79,52,121,75,83,44,36,27,17,21,87,75,17,17
1500000US250092218001,250092218001,"Block Group 1, Census Tract 2218, Essex County, Massachusetts",388,46,5,8,9,11,4,6,10,11,31,26,32,27,23,17,20,15,14,13,8,9,41,29,33,21,21,15,42,22,69,31,26,18
1500000US250092218002,250092218002,"Block Group 2, Census Tract 2218, Essex County, Massachusetts",281,37,27,30,24,24,0,12,10,10,21,26,0,12,4,6,15,14,7,11,8,12,5,8,24,16,55,26,26,19,24,16,31,24
1500000US250092219011,250092219011,"Block Group 1, Census Tract 2219.01, Essex County, Massachusetts",960,94,23,25,0,12,6,10,46,32,36,33,24,22,46,31,37,30,16,18,76,56,94,51,143,56,146,57,97,68,85,62,85,46
1500000US250092219012,250092219012,"Block Group 2, Census Tract 2219.01, Essex County, Massachusetts",456,77,17,22,36,40,14,16,32,49,29,31,19,22,10,16,9,14,0,12,36,30,38,28,55,31,67,55,10,15,37,29,47,35
1500000US250092219021,250092219021,"Block Group 1, Census Tract 2219.02, Essex County, Massachusetts",740,100,25,20,38,44,44,27,8,12,8,13,11,16,67,60,17,15,0,12,53,49,106,59,177,65,76,43,35,46,61,56,14,17
1500000US250092219022,250092219022,"Block Group 2, Census Tract 2219.02, Essex County, Massachusetts",910,87,30,28,26,41,48,49,16,19,7,12,19,21,23,21,52,37,25,26,80,51,58,35,156,54,51,43,76,47,122,52,121,53
1500000US250092221001,250092221001,"Block Group 1, Census Tract 2221, Essex County, Massachusetts",460,80,47,50,0,12,0,12,0,12,0,12,9,15,28,26,21,23,50,50,27,25,0,12,17,19,108,64,8,13,43,31,102,43
1500000US250092221002,250092221002,"Block Group 2, Census Tract 2221, Essex County, Massachusetts",525,83,19,15,19,16,0,12,11,17,21,24,11,17,9,15,21,23,12,18,50,34,20,22,0,12,85,43,61,42,79,50,107,42
1500000US250092221003,250092221003,"Block Group 3, Census Tract 2221, Essex County, Massachusetts",454,86,0,12,37,48,11,18,8,14,0,12,19,20,20,22,18,19,0,12,52,57,31,23,43,31,89,59,38,45,10,17,78,38
1500000US250092231001,250092231001,"Block Group 1, Census Tract 2231, Essex County, Massachusetts",803,110,24,23,24,24,102,64,95,62,35,28,0,12,25,22,25,20,70,64,23,21,77,54,45,32,51,31,20,19,76,39,111,48
1500000US250092231002,250092231002,"Block Group 2, Census Tract 2231, Essex County, Massachusetts",964,99,0,12,23,17,84,56,51,51,37,41,16,19,45,34,22,21,0,12,81,56,84,52,205,74,25,22,48,30,78,39,165,53
1500000US250092232001,250092232001,"Block Group 1, Census Tract 2232, Essex County, Massachusetts",656,88,32,27,76,69,38,38,12,18,78,56,33,44,25,23,18,20,6,10,65,47,60,47,92,49,56,36,13,17,29,25,23,21
1500000US250092232002,250092232002,"Block Group 2, Census Tract 2232, Essex County, Massachusetts",625,81,84,62,60,33,22,36,15,17,29,21,29,24,46,42,0,12,29,21,48,32,43,30,39,32,47,37,33,45,64,35,37,28
1500000US250092232003,250092232003,"Block Group 3, Census Tract 2232, Essex County, Massachusetts",337,62,8,13,25,23,16,19,8,12,0,12,0,12,8,13,7,11,7,12,10,15,68,47,40,27,7,12,12,18,57,35,64,33
1500000US250092233001,250092233001,"Block Group 1, Census Tract 2233, Essex County, Massachusetts",880,124,47,46,19,30,0,12,0,12,11,18,74,54,29,34,13,21,0,12,14,24,26,29,85,84,185,109,58,44,78,83,241,94
1500000US250092233002,250092233002,"Block Group 2, Census Tract 2233, Essex County, Massachusetts",1076,121,7,12,49,49,0,12,31,35,11,18,45,54,53,49,68,57,20,34,63,46,48,46,222,96,149,75,60,56,114,68,136,70
1500000US250092233003,250092233003,"Block Group 3, Census Tract 2233, Essex County, Massachusetts",336,72,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,35,38,16,24,62,47,55,44,72,57,45,45,38,36
1500000US250092501001,250092501001,"Block Group 1, Census Tract 2501, Essex County, Massachusetts",1372,92,366,110,192,79,89,52,75,51,18,21,31,29,108,57,68,47,47,46,78,65,93,63,71,59,47,42,33,27,0,12,56,50
1500000US250092502001,250092502001,"Block Group 1, Census Tract 2502, Essex County, Massachusetts",695,131,44,48,113,84,34,33,55,37,32,29,30,37,23,24,25,41,33,32,68,50,55,43,60,54,46,34,43,55,23,19,11,17
1500000US250092502002,250092502002,"Block Group 2, Census Tract 2502, Essex County, Massachusetts",432,120,21,33,61,59,7,13,8,13,30,39,27,44,57,54,41,48,14,24,40,56,63,57,63,69,0,12,0,12,0,12,0,12
1500000US250092502003,250092502003,"Block Group 3, Census Tract 2502, Essex County, Massachusetts",257,67,35,43,7,11,0,12,21,34,0,12,46,45,18,23,0,12,38,30,18,21,43,45,0,12,11,18,0,12,14,22,6,10
1500000US250092502004,250092502004,"Block Group 4, Census Tract 2502, Essex County, Massachusetts",318,99,49,47,8,13,30,46,35,39,19,21,0,12,9,15,15,23,5,10,0,12,20,23,0,12,71,60,57,51,0,12,0,12
1500000US250092503001,250092503001,"Block Group 1, Census Tract 2503, Essex County, Massachusetts",655,46,88,51,66,47,26,25,37,38,44,32,26,35,31,25,40,35,54,41,60,45,91,42,36,31,23,29,22,23,11,13,0,12
1500000US250092504001,250092504001,"Block Group 1, Census Tract 2504, Essex County, Massachusetts",295,73,0,12,0,12,38,41,12,19,31,38,72,37,0,12,10,15,31,28,22,35,25,18,36,32,0,12,0,12,10,17,8,13
1500000US250092504002,250092504002,"Block Group 2, Census Tract 2504, Essex County, Massachusetts",628,94,141,69,71,39,26,30,81,60,61,49,10,15,39,42,0,12,17,27,61,48,30,35,91,60,0,12,0,12,0,12,0,12
1500000US250092504003,250092504003,"Block Group 3, Census Tract 2504, Essex County, Massachusetts",367,90,127,68,76,50,24,38,39,43,9,13,19,31,0,12,10,16,0,12,0,12,53,51,10,16,0,12,0,12,0,12,0,12
1500000US250092505001,250092505001,"Block Group 1, Census Tract 2505, Essex County, Massachusetts",484,82,57,41,49,40,0,12,40,46,25,29,30,36,47,42,0,12,37,41,27,31,103,64,31,35,16,26,0,12,22,31,0,12
1500000US250092505002,250092505002,"Block Group 2, Census Tract 2505, Essex County, Massachusetts",261,67,15,25,0,12,0,12,25,28,13,21,15,24,25,34,15,24,0,12,21,33,25,33,102,72,0,12,0,12,5,11,0,12
1500000US250092505003,250092505003,"Block Group 3, Census Tract 2505, Essex County, Massachusetts",348,96,76,44,0,12,10,16,35,29,7,11,46,46,0,12,0,12,15,23,12,19,86,61,12,20,40,46,9,13,0,12,0,12
1500000US250092506001,250092506001,"Block Group 1, Census Tract 2506, Essex County, Massachusetts",571,89,21,32,20,21,16,26,19,31,14,23,70,51,34,35,16,26,63,48,60,44,138,76,73,51,19,30,0,12,0,12,8,12
1500000US250092506002,250092506002,"Block Group 2, Census Tract 2506, Essex County, Massachusetts",240,59,16,18,28,28,13,15,0,12,16,25,27,29,20,25,0,12,0,12,18,18,26,23,19,20,34,30,0,12,14,21,9,13
1500000US250092506003,250092506003,"Block Group 3, Census Tract 2506, Essex County, Massachusetts",381,89,43,33,13,21,29,36,12,20,48,36,22,33,34,41,0,12,0,12,18,26,98,58,60,56,4,6,0,12,0,12,0,12
1500000US250092506004,250092506004,"Block Group 4, Census Tract 2506, Essex County, Massachusetts",406,83,36,41,0,12,0,12,41,44,0,12,37,41,0,12,37,42,28,26,21,28,73,53,85,44,15,18,16,24,17,21,0,12
1500000US250092507001,250092507001,"Block Group 1, Census Tract 2507, Essex County, Massachusetts",567,135,32,39,86,47,37,38,8,17,32,52,26,31,39,41,33,35,28,35,45,44,47,46,77,63,10,15,35,52,32,50,0,12
1500000US250092507002,250092507002,"Block Group 2, Census Tract 2507, Essex County, Massachusetts",515,109,47,57,34,38,20,34,79,61,34,37,20,30,9,14,42,44,32,36,11,17,47,43,96,77,21,26,23,37,0,12,0,12
1500000US250092507003,250092507003,"Block Group 3, Census Tract 2507, Essex County, Massachusetts",327,77,16,26,7,11,26,29,19,26,23,36,18,26,25,41,0,12,27,31,17,19,15,25,74,57,27,32,13,21,20,23,0,12
1500000US250092508001,250092508001,"Block Group 1, Census Tract 2508, Essex County, Massachusetts",449,170,39,64,23,36,0,12,0,12,47,50,49,60,108,129,0,12,27,30,44,52,38,41,14,25,55,62,0,12,5,11,0,12
1500000US250092508002,250092508002,"Block Group 2, Census Tract 2508, Essex County, Massachusetts",513,169,53,87,10,16,104,104,10,17,0,12,32,51,17,26,38,44,0,12,35,40,124,110,0,12,44,48,28,42,0,12,18,31
1500000US250092508003,250092508003,"Block Group 3, Census Tract 2508, Essex County, Massachusetts",540,125,0,12,0,12,25,28,85,74,30,35,100,87,42,67,30,47,0,12,58,81,40,47,108,91,0,12,0,12,22,40,0,12
1500000US250092508004,250092508004,"Block Group 4, Census Tract 2508, Essex County, Massachusetts",395,131,127,98,0,12,50,53,0,12,39,48,0,12,0,12,55,66,0,12,66,78,41,40,0,12,17,28,0,12,0,12,0,12
1500000US250092508005,250092508005,"Block Group 5, Census Tract 2508, Essex County, Massachusetts",441,158,0,12,29,47,0,12,0,12,40,38,0,12,0,12,19,30,72,92,116,130,30,37,0,12,85,93,0,12,50,75,0,12
1500000US250092509001,250092509001,"Block Group 1, Census Tract 2509, Essex County, Massachusetts",244,50,32,30,13,18,5,9,33,31,5,7,24,20,8,11,24,21,7,12,32,23,7,11,33,31,21,25,0,12,0,12,0,12
1500000US250092509002,250092509002,"Block Group 2, Census Tract 2509, Essex County, Massachusetts",495,55,87,36,152,51,43,39,45,34,26,23,28,33,15,15,13,22,0,12,16,26,19,20,33,30,2,7,9,14,7,9,0,12
1500000US250092510001,250092510001,"Block Group 1, Census Tract 2510, Essex County, Massachusetts",520,40,52,39,79,43,47,35,34,29,54,37,29,28,33,25,0,12,24,20,46,25,46,24,68,42,4,8,4,6,0,12,0,12
1500000US250092511001,250092511001,"Block Group 1, Census Tract 2511, Essex County, Massachusetts",694,87,201,71,153,66,139,74,60,45,27,27,18,15,0,12,8,14,29,36,0,12,39,34,0,12,20,25,0,12,0,12,0,12
1500000US250092511002,250092511002,"Block Group 2, Census Tract 2511, Essex County, Massachusetts",329,80,66,42,62,45,10,16,45,46,3,9,26,29,0,12,11,25,39,48,11,17,11,19,0,12,11,17,34,46,0,12,0,12
1500000US250092511003,250092511003,"Block Group 3, Census Tract 2511, Essex County, Massachusetts",208,73,28,44,24,37,11,18,45,39,0,12,28,38,8,15,0,12,11,16,12,18,29,37,12,18,0,12,0,12,0,12,0,12
1500000US250092512001,250092512001,"Block Group 1, Census Tract 2512, Essex County, Massachusetts",548,46,90,46,123,57,77,41,41,29,13,19,23,24,6,9,28,26,6,9,27,20,18,21,51,38,5,8,26,28,5,8,9,13
1500000US250092513001,250092513001,"Block Group 1, Census Tract 2513, Essex County, Massachusetts",506,84,152,67,59,35,19,20,18,29,41,38,44,40,41,45,29,28,9,14,16,26,30,37,18,24,18,18,12,14,0,12,0,12
1500000US250092513002,250092513002,"Block Group 2, Census Tract 2513, Essex County, Massachusetts",350,64,16,28,30,32,20,31,15,23,75,61,17,25,15,17,20,25,11,17,0,12,77,50,28,31,26,29,0,12,0,12,0,12
1500000US250092513003,250092513003,"Block Group 3, Census Tract 2513, Essex County, Massachusetts",207,67,0,12,0,12,14,20,29,34,14,22,27,31,13,19,45,45,0,12,0,12,0,12,34,39,15,23,0,12,0,12,16,26
1500000US250092514001,250092514001,"Block Group 1, Census Tract 2514, Essex County, Massachusetts",657,117,43,39,49,37,61,55,35,42,19,21,23,36,94,77,23,34,21,19,111,65,31,39,44,44,53,50,0,12,13,19,37,41
1500000US250092514002,250092514002,"Block Group 2, Census Tract 2514, Essex County, Massachusetts",264,81,9,15,32,47,9,13,0,12,36,39,9,13,19,28,0,12,0,12,94,66,10,15,28,35,0,12,8,12,0,12,10,16
1500000US250092514003,250092514003,"Block Group 3, Census Tract 2514, Essex County, Massachusetts",267,76,0,12,21,33,33,50,0,12,15,22,27,31,38,36,0,12,12,18,26,31,63,48,32,38,0,12,0,12,0,12,0,12
1500000US250092514004,250092514004,"Block Group 4, Census Tract 2514, Essex County, Massachusetts",329,84,10,16,0,12,17,28,21,25,18,27,18,26,12,20,9,15,9,14,80,67,18,20,59,48,31,33,7,11,20,25,0,12
1500000US250092515001,250092515001,"Block Group 1, Census Tract 2515, Essex County, Massachusetts",322,83,27,42,42,39,0,12,56,53,0,12,38,43,17,27,0,12,19,31,0,12,14,22,72,66,8,14,0,12,29,34,0,12
1500000US250092515002,250092515002,"Block Group 2, Census Tract 2515, Essex County, Massachusetts",386,126,14,21,0,12,16,26,0,12,20,33,122,105,37,58,52,64,0,12,0,12,0,12,60,51,21,33,0,12,44,53,0,12
1500000US250092515003,250092515003,"Block Group 3, Census Tract 2515, Essex County, Massachusetts",511,141,116,77,16,27,26,31,34,36,9,18,59,68,18,28,0,12,0,12,84,85,77,77,32,46,40,59,0,12,0,12,0,12
1500000US250092515004,250092515004,"Block Group 4, Census Tract 2515, Essex County, Massachusetts",266,100,15,23,9,15,8,16,15,26,16,25,32,50,53,59,13,20,33,53,25,40,0,12,0,12,0,12,0,12,47,52,0,12
1500000US250092515005,250092515005,"Block Group 5, Census Tract 2515, Essex County, Massachusetts",594,137,45,55,96,76,38,37,0,12,0,12,102,84,19,34,112,75,13,20,115,94,35,41,0,12,0,12,0,12,19,28,0,12
1500000US250092516001,250092516001,"Block Group 1, Census Tract 2516, Essex County, Massachusetts",422,91,52,40,0,12,17,28,51,42,29,35,20,31,8,13,19,30,13,16,8,11,71,54,65,36,31,28,16,17,22,20,0,12
1500000US250092516002,250092516002,"Block Group 2, Census Tract 2516, Essex County, Massachusetts",840,134,84,68,69,63,49,47,145,80,23,36,17,30,19,26,36,36,36,40,97,84,115,78,90,66,60,50,0,12,0,12,0,12
1500000US250092516003,250092516003,"Block Group 3, Census Tract 2516, Essex County, Massachusetts",410,98,41,50,6,9,59,57,32,36,44,45,18,29,16,18,17,19,20,33,15,23,10,16,77,51,7,18,48,39,0,12,0,12
1500000US250092516004,250092516004,"Block Group 4, Census Tract 2516, Essex County, Massachusetts",269,105,50,47,0,12,0,12,21,32,40,43,0,12,23,37,20,33,0,12,10,16,35,52,70,76,0,12,0,12,0,12,0,12
1500000US250092517001,250092517001,"Block Group 1, Census Tract 2517, Essex County, Massachusetts",502,96,14,16,59,47,17,21,6,11,18,29,20,25,80,51,19,23,7,10,25,40,115,75,41,45,58,54,17,19,6,11,0,12
1500000US250092517002,250092517002,"Block Group 2, Census Tract 2517, Essex County, Massachusetts",652,98,19,20,11,14,6,10,22,21,17,18,14,16,27,23,34,33,14,22,12,15,57,30,100,51,106,64,121,71,42,43,50,41
1500000US250092517003,250092517003,"Block Group 3, Census Tract 2517, Essex County, Massachusetts",392,100,106,79,54,38,5,8,18,29,21,20,88,63,10,16,0,12,18,21,32,47,8,14,15,22,0,12,17,26,0,12,0,12
1500000US250092517004,250092517004,"Block Group 4, Census Tract 2517, Essex County, Massachusetts",257,95,25,39,0,12,0,12,15,18,25,39,53,45,26,38,8,13,0,12,38,43,8,16,38,36,21,31,0,12,0,12,0,12
1500000US250092518001,250092518001,"Block Group 1, Census Tract 2518, Essex County, Massachusetts",610,176,0,12,0,12,0,12,10,18,0,12,29,34,0,12,27,22,58,86,74,98,24,28,261,134,112,111,14,22,1,12,0,12
1500000US250092518002,250092518002,"Block Group 2, Census Tract 2518, Essex County, Massachusetts",662,184,89,93,43,38,31,36,21,38,48,70,17,26,15,24,88,114,17,28,15,24,113,99,54,52,0,12,81,85,8,15,22,33
1500000US250092518003,250092518003,"Block Group 3, Census Tract 2518, Essex County, Massachusetts",892,178,10,17,19,32,18,31,0,12,36,42,162,118,60,89,17,28,8,12,96,91,128,84,179,107,28,37,70,67,25,29,36,44
1500000US250092518004,250092518004,"Block Group 4, Census Tract 2518, Essex County, Massachusetts",745,169,154,121,51,51,71,72,14,22,15,24,30,27,22,26,14,22,18,31,33,40,0,12,155,112,82,64,4,13,49,39,33,45
1500000US250092521011,250092521011,"Block Group 1, Census Tract 2521.01, Essex County, Massachusetts",609,114,0,12,13,20,29,28,28,27,16,25,28,41,55,61,30,30,19,22,21,24,104,67,122,83,56,44,40,33,38,46,10,16
1500000US250092521012,250092521012,"Block Group 2, Census Tract 2521.01, Essex County, Massachusetts",141,49,8,13,30,33,0,12,8,12,0,12,0,12,13,19,0,12,0,12,3,7,24,28,8,13,35,31,12,15,0,12,0,12
1500000US250092521013,250092521013,"Block Group 3, Census Tract 2521.01, Essex County, Massachusetts",744,119,18,20,31,20,40,23,42,45,17,20,78,58,41,52,77,60,17,20,29,29,60,68,143,101,97,76,34,34,10,17,10,16
1500000US250092521021,250092521021,"Block Group 1, Census Tract 2521.02, Essex County, Massachusetts",398,64,14,16,0,12,7,10,0,12,8,12,0,12,9,14,8,12,8,12,48,27,35,26,54,37,71,50,45,29,19,23,72,41
1500000US250092521022,250092521022,"Block Group 2, Census Tract 2521.02, Essex County, Massachusetts",544,64,0,12,7,12,20,23,8,12,21,23,0,12,24,23,8,12,0,12,41,30,21,24,65,46,52,37,60,35,89,50,128,57
1500000US250092521023,250092521023,"Block Group 3, Census Tract 2521.02, Essex County, Massachusetts",536,89,10,17,8,12,23,26,23,36,18,20,36,34,0,12,35,34,36,52,29,25,20,23,59,31,17,14,68,43,82,39,72,67
1500000US250092522011,250092522011,"Block Group 1, Census Tract 2522.01, Essex County, Massachusetts",544,72,58,54,29,29,32,35,0,12,13,14,31,37,8,12,0,12,12,18,15,20,35,46,97,63,53,36,44,33,84,52,33,26
1500000US250092522012,250092522012,"Block Group 2, Census Tract 2522.01, Essex County, Massachusetts",660,70,15,21,5,8,17,21,52,46,63,42,16,18,37,28,23,21,0,12,125,65,43,28,91,58,68,38,32,31,55,33,18,18
1500000US250092522021,250092522021,"Block Group 1, Census Tract 2522.02, Essex County, Massachusetts",586,70,8,13,0,12,16,18,12,19,22,26,11,16,0,12,11,16,0,12,28,24,29,29,85,58,178,60,81,45,53,36,52,32
1500000US250092522022,250092522022,"Block Group 2, Census Tract 2522.02, Essex County, Massachusetts",481,74,17,19,0,12,0,12,11,17,0,12,8,12,0,12,64,67,0,12,12,15,11,16,126,60,75,37,14,17,71,42,72,54
1500000US250092523001,250092523001,"Block Group 1, Census Tract 2523, Essex County, Massachusetts",109,75,11,18,0,12,0,12,11,19,0,12,0,12,0,12,0,12,12,19,21,34,0,12,0,12,0,12,11,20,43,67,0,12
1500000US250092523002,250092523002,"Block Group 2, Census Tract 2523, Essex County, Massachusetts",545,168,47,75,34,56,25,28,0,12,24,28,0,12,94,72,0,12,0,12,0,12,71,79,114,103,0,12,95,109,41,47,0,12
1500000US250092523003,250092523003,"Block Group 3, Census Tract 2523, Essex County, Massachusetts",544,129,12,20,38,57,6,13,0,12,67,82,39,64,0,12,28,34,22,34,32,37,68,80,86,78,62,48,30,34,54,53,0,12
1500000US250092523004,250092523004,"Block Group 4, Census Tract 2523, Essex County, Massachusetts",418,124,0,12,54,88,7,13,41,41,52,71,0,12,34,40,64,69,19,30,24,29,26,30,20,32,0,12,65,78,0,12,12,19
1500000US250092523005,250092523005,"Block Group 5, Census Tract 2523, Essex County, Massachusetts",662,131,102,106,111,68,28,32,39,37,30,33,6,11,7,12,0,12,0,12,37,45,51,58,94,59,71,58,42,40,16,28,28,33
1500000US250092523006,250092523006,"Block Group 6, Census Tract 2523, Essex County, Massachusetts",325,110,0,12,0,12,0,12,0,12,35,36,0,12,0,12,36,41,0,12,22,26,12,18,159,108,0,12,38,59,23,27,0,12
1500000US250092524001,250092524001,"Block Group 1, Census Tract 2524, Essex County, Massachusetts",350,89,45,37,30,27,9,13,0,12,9,14,21,28,10,15,0,12,22,34,28,25,34,38,48,32,39,43,10,17,35,27,10,17
1500000US250092524002,250092524002,"Block Group 2, Census Tract 2524, Essex County, Massachusetts",515,118,0,12,10,16,45,44,58,52,10,16,41,48,0,12,35,43,31,36,19,21,110,85,103,68,35,40,9,17,9,16,0,12
1500000US250092524003,250092524003,"Block Group 3, Census Tract 2524, Essex County, Massachusetts",533,106,67,56,37,37,65,62,20,23,48,40,63,50,12,21,30,42,42,45,21,24,55,52,12,20,10,16,24,32,0,12,27,43
1500000US250092525011,250092525011,"Block Group 1, Census Tract 2525.01, Essex County, Massachusetts",709,100,43,41,14,18,6,10,16,19,89,69,48,46,37,46,9,14,12,17,40,37,105,70,109,72,72,44,71,63,31,25,7,11
1500000US250092525012,250092525012,"Block Group 2, Census Tract 2525.01, Essex County, Massachusetts",329,68,8,12,0,12,9,17,63,59,8,12,0,12,6,11,10,16,20,25,0,12,31,30,39,37,85,47,6,11,44,37,0,12
1500000US250092525013,250092525013,"Block Group 3, Census Tract 2525.01, Essex County, Massachusetts",333,74,1,13,13,14,12,20,13,19,0,12,35,42,27,26,0,12,32,49,20,23,8,13,55,45,62,37,9,15,46,33,0,12
1500000US250092525021,250092525021,"Block Group 1, Census Tract 2525.02, Essex County, Massachusetts",391,78,24,22,0,12,0,12,16,18,0,12,0,12,16,18,7,12,30,34,54,35,40,32,52,31,68,46,11,16,73,65,0,12
1500000US250092525022,250092525022,"Block Group 2, Census Tract 2525.02, Essex County, Massachusetts",689,88,49,42,17,19,51,54,35,30,7,11,27,24,10,15,8,13,42,33,43,33,57,32,92,53,134,72,47,57,70,57,0,12
1500000US250092525023,250092525023,"Block Group 3, Census Tract 2525.02, Essex County, Massachusetts",295,94,7,11,29,37,7,13,0,12,0,12,29,37,16,19,0,12,10,16,20,25,19,22,59,68,42,37,26,25,11,16,20,23
1500000US250092525024,250092525024,"Block Group 4, Census Tract 2525.02, Essex County, Massachusetts",321,67,48,41,0,12,10,15,22,25,7,11,0,12,18,19,7,12,24,36,62,54,41,32,19,21,0,12,11,18,15,17,37,31
1500000US250092526011,250092526011,"Block Group 1, Census Tract 2526.01, Essex County, Massachusetts",757,130,27,32,48,62,12,19,47,58,26,31,16,26,35,34,59,48,65,59,95,78,98,95,35,34,47,42,10,20,65,52,72,55
1500000US250092526012,250092526012,"Block Group 2, Census Tract 2526.01, Essex County, Massachusetts",366,95,0,12,0,12,26,29,0,12,33,30,15,23,19,31,0,12,0,12,18,29,56,40,57,47,25,40,0,12,66,51,51,61
1500000US250092526013,250092526013,"Block Group 3, Census Tract 2526.01, Essex County, Massachusetts",929,147,51,48,37,35,10,16,38,37,0,12,82,82,91,83,32,38,0,12,36,43,21,25,142,106,79,57,47,46,192,102,71,83
1500000US250092526014,250092526014,"Block Group 4, Census Tract 2526.01, Essex County, Massachusetts",664,132,37,45,0,12,27,22,11,18,15,23,17,27,29,34,26,30,90,86,32,33,41,39,142,95,39,35,34,40,72,47,52,50
1500000US250092526021,250092526021,"Block Group 1, Census Tract 2526.02, Essex County, Massachusetts",487,80,22,24,44,54,9,15,23,24,50,49,55,57,0,12,13,18,40,31,52,37,40,30,36,27,56,44,35,32,0,12,12,19
1500000US250092526022,250092526022,"Block Group 2, Census Tract 2526.02, Essex County, Massachusetts",285,57,24,29,0,12,0,12,0,12,5,9,0,12,8,14,7,11,0,12,22,24,28,25,34,27,13,20,39,25,53,45,52,35
1500000US250092526023,250092526023,"Block Group 3, Census Tract 2526.02, Essex County, Massachusetts",139,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,13,33,36,59,44,31,22
1500000US250092526024,250092526024,"Block Group 4, Census Tract 2526.02, Essex County, Massachusetts",649,70,12,18,0,12,7,11,9,14,9,13,0,12,0,12,5,9,7,12,45,33,74,41,59,33,67,52,111,69,119,61,125,46
1500000US250092526031,250092526031,"Block Group 1, Census Tract 2526.03, Essex County, Massachusetts",1078,53,35,39,13,15,50,67,33,26,35,37,0,12,51,55,10,18,26,24,82,48,144,78,134,59,120,59,53,35,186,72,106,52
1500000US250092531001,250092531001,"Block Group 1, Census Tract 2531, Essex County, Massachusetts",317,88,18,28,39,42,74,69,0,12,20,32,0,12,0,12,0,12,28,43,0,12,47,43,65,48,12,22,0,12,14,24,0,12
1500000US250092531002,250092531002,"Block Group 2, Census Tract 2531, Essex County, Massachusetts",631,151,0,12,21,34,0,12,16,25,0,12,73,80,37,59,33,37,0,12,12,21,68,81,177,108,76,61,83,93,19,26,16,25
1500000US250092531003,250092531003,"Block Group 3, Census Tract 2531, Essex County, Massachusetts",359,78,0,12,0,12,15,24,20,31,0,12,0,12,0,12,0,12,0,12,34,37,17,28,26,24,35,39,83,51,98,56,31,35
1500000US250092531004,250092531004,"Block Group 4, Census Tract 2531, Essex County, Massachusetts",719,147,67,63,20,33,55,55,19,31,22,36,18,31,73,89,18,29,0,12,19,29,78,67,205,119,0,12,32,36,93,61,0,12
1500000US250092531005,250092531005,"Block Group 5, Census Tract 2531, Essex County, Massachusetts",339,104,43,53,0,12,0,12,19,31,52,78,21,33,0,12,0,12,0,12,0,12,44,49,76,63,20,32,21,33,15,24,28,33
1500000US250092532011,250092532011,"Block Group 1, Census Tract 2532.01, Essex County, Massachusetts",829,80,28,30,41,30,32,31,38,37,90,70,6,10,6,10,11,18,29,27,40,38,107,68,78,48,99,50,58,39,144,63,22,21
1500000US250092532012,250092532012,"Block Group 2, Census Tract 2532.01, Essex County, Massachusetts",409,72,0,12,22,26,0,12,0,12,33,50,15,22,32,35,12,18,0,12,10,18,74,41,55,30,42,27,10,14,17,19,87,39
1500000US250092532021,250092532021,"Block Group 1, Census Tract 2532.02, Essex County, Massachusetts",216,56,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,16,94,59,0,12,61,45,40,34
